image_name,x_min,x_max,y_min,y_max
image_10156,54,394,40,347
image_10157,174,497,100,374
image_10158,46,373,13,422
image_10159,39,474,1,374
image_10160,0,499,0,347
image_10161,25,331,42,498
image_10162,275,399,105,325
image_10163,82,280,206,442
image_10164,183,384,87,343
image_10165,39,123,70,229
image_10166,1,373,18,498
image_10167,0,469,0,395
image_10168,76,274,107,442
image_10169,0,458,0,280
image_10170,94,420,115,328
image_10171,0,252,0,448
image_10172,164,467,64,374
image_10173,199,499,53,374
image_10174,18,403,40,374
image_10175,114,474,131,374
image_10176,134,468,35,332
image_10177,58,391,92,318
image_10178,10,223,13,245
image_10179,213,370,84,299
image_10180,1,499,46,368
image_10181,164,222,168,274
image_10182,20,213,26,339
image_10183,289,499,65,332
image_10184,83,316,96,211
image_10185,44,480,61,456
image_10186,0,190,110,498
image_10187,216,428,111,296
image_10188,69,260,37,342
image_10189,0,483,0,405
image_10190,17,499,0,364
image_10191,45,499,105,374
image_10192,170,355,75,330
image_10193,206,283,205,267
image_10194,2,472,10,472
image_10195,77,404,97,240
image_10196,50,490,0,495
image_10197,0,442,14,418
image_10198,16,331,21,498
image_10199,0,132,102,351
image_10200,69,499,66,285
image_10201,15,336,46,473
image_10202,118,373,208,498
image_10203,130,428,23,321
image_10204,29,400,39,287
image_10205,1,368,26,332
image_10206,24,287,51,332
image_10207,202,373,138,319
image_10208,0,444,45,304
image_10209,219,352,62,369
image_10210,160,352,35,264
image_10211,0,341,55,353
image_10212,1,498,8,374
image_10213,103,489,1,481
image_10214,202,499,168,326
image_10215,109,413,40,374
image_10216,144,467,92,358
image_10217,176,387,86,374
image_10218,165,458,33,360
image_10219,103,281,111,440
image_10220,91,233,71,237
image_10221,77,499,91,341
image_10222,157,372,133,374
image_10223,127,328,159,374
image_10224,0,238,35,257
image_10225,42,499,32,298
image_10226,1,295,0,498
image_10227,182,316,162,374
image_10228,53,383,16,399
image_10229,118,315,5,374
image_10230,4,221,29,341
image_10231,169,499,50,374
image_10232,26,282,157,492
image_10233,36,465,26,374
image_10234,26,294,0,379
image_10235,0,484,29,374
image_10236,0,447,31,498
image_10237,199,492,169,332
image_10238,139,458,86,309
image_10239,134,470,20,332
image_10240,271,326,179,275
image_10241,182,371,129,320
image_10242,85,352,13,273
image_10243,52,330,21,498
image_10244,0,394,0,332
image_10245,141,377,127,333
image_10246,122,390,51,366
image_10247,0,393,20,331
image_10248,11,438,117,306
image_10249,0,499,9,374
image_10250,0,434,0,309
image_10251,218,474,158,477
image_10252,137,331,185,498
image_10253,215,394,74,209
image_10254,59,499,6,374
image_10255,164,329,22,374
image_10256,0,372,1,460
image_10257,53,498,57,417
image_10258,58,254,117,467
image_10259,26,322,48,498
image_10260,61,311,220,485
image_10261,227,334,1,178
image_10262,1,461,1,374
image_10263,227,499,44,217
image_10264,216,496,19,297
image_10265,157,496,8,333
image_10266,76,435,32,333
image_10267,0,242,58,374
image_10268,211,433,60,305
image_10269,172,587,61,485
image_10270,91,355,60,428
image_10271,115,366,104,259
image_10272,44,499,0,260
image_10273,173,356,101,371
image_10274,0,456,0,374
image_10275,52,409,0,374
image_10276,127,413,37,374
image_10277,186,361,61,359
image_10278,43,230,155,370
image_10279,60,327,15,486
image_10280,145,499,117,374
image_10281,0,297,183,307
image_10282,258,499,36,303
image_10283,0,185,14,179
image_10284,82,476,21,374
image_10285,83,423,46,374
image_10286,46,410,28,374
image_10287,7,422,68,296
image_10288,160,499,2,333
image_10289,238,478,34,263
image_10290,10,355,240,483
image_10291,82,380,93,290
image_10292,95,276,54,217
image_10293,203,323,133,294
image_10294,300,486,101,301
image_10295,47,389,62,370
image_10296,154,307,121,332
image_10297,28,454,0,488
image_10298,355,466,72,190
image_10299,57,306,30,418
image_10300,155,355,65,341
image_10301,0,278,60,374
image_10302,140,331,98,428
image_10303,71,288,67,491
image_10304,68,309,92,498
image_10305,0,458,22,332
image_10306,256,464,92,333
image_10307,30,305,110,498
image_10308,233,406,93,277
image_10309,0,373,11,498
image_10310,236,499,60,374
image_10311,117,289,130,293
image_10312,0,340,32,498
image_10313,87,499,71,332
image_10314,133,311,163,325
image_10315,164,499,67,374
image_10316,162,499,17,374
image_10317,28,373,17,498
image_10318,0,247,113,374
image_10319,62,454,3,374
image_10320,23,499,64,374
image_10321,173,484,2,310
image_10322,0,499,83,374
image_10323,59,369,4,299
image_10324,1,192,113,498
image_10325,58,435,1,498
image_10326,1,382,17,332
image_10327,286,390,159,289
image_10328,3,348,21,274
image_10329,77,257,22,444
image_10330,25,407,27,454
image_10331,9,319,13,239
image_10332,0,499,170,333
image_10333,104,444,103,302
image_10334,135,315,95,374
image_10335,45,373,25,498
image_10336,94,280,150,215
image_10337,39,574,41,398
image_10338,115,463,54,478
image_10339,217,352,121,268
image_10340,7,499,36,373
image_10341,95,363,33,374
image_10342,16,471,36,349
image_10343,15,499,65,374
image_10344,18,384,93,330
image_10345,86,457,12,309
image_10346,210,377,2,400
image_10347,97,364,0,332
image_10348,149,467,20,330
image_10349,3,451,0,345
image_10350,40,499,37,350
image_10351,212,333,52,259
image_10352,2,274,65,296
image_10353,90,449,82,312
image_10354,29,391,48,224
image_10355,170,331,201,498
image_10356,92,340,0,303
image_10357,180,399,127,298
image_10358,118,464,107,362
image_10359,1,581,189,769
image_10360,103,220,246,386
image_10361,17,228,17,219
image_10362,146,264,238,333
image_10363,161,327,54,374
image_10364,97,498,12,394
image_10365,102,411,0,321
image_10366,129,447,46,374
image_10367,1,415,14,332
image_10368,133,465,117,321
image_10369,12,278,22,228
image_10370,186,331,331,498
image_10371,52,322,95,328
image_10372,256,427,120,374
image_10373,150,393,139,363
image_10374,109,420,26,206
image_10375,187,369,113,262
image_10376,45,451,90,304
image_10377,200,270,80,190
image_10378,206,372,54,342
image_10379,151,332,146,333
image_10380,138,499,36,344
image_10381,77,499,0,373
image_10382,37,499,81,351
image_10383,0,441,36,328
image_10384,1,270,7,434
image_10385,16,245,36,191
image_10386,98,265,31,245
image_10387,82,432,25,430
image_10388,88,270,118,316
image_10389,216,439,120,319
image_10390,46,294,21,439
image_10391,0,300,148,373
image_10392,0,337,0,497
image_10393,244,302,136,254
image_10394,56,445,97,281
image_10395,0,347,6,498
image_10396,5,347,0,263
image_10397,1,499,55,301
image_10398,151,499,50,335
image_10399,37,419,16,280
image_10400,0,421,12,332
image_10401,140,425,37,322
image_10402,0,257,41,284
image_10403,21,233,68,349
image_10404,190,330,72,276
image_10405,111,285,125,410
image_10406,83,272,92,498
image_10407,135,232,187,322
image_10408,96,183,318,435
image_10409,102,450,40,374
image_10410,91,273,183,251
image_10411,41,193,42,177
image_10412,230,310,157,287
image_10413,173,429,99,299
image_10414,76,267,150,477
image_10415,48,272,70,468
image_10416,118,499,220,374
image_10417,100,311,329,470
image_10418,54,411,36,496
image_10419,0,322,55,332
image_10420,269,450,104,374
image_10421,130,385,85,374
image_10422,114,360,39,423
image_10423,102,282,108,274
image_10424,190,395,29,282
image_10425,64,252,135,211
image_10426,60,118,207,321
image_10427,203,499,72,374
image_10428,67,265,197,298
image_10429,286,348,103,269
image_10430,30,402,72,332
image_10431,108,403,157,344
image_10432,139,264,179,244
image_10433,162,383,28,374
image_10434,124,354,16,345
image_10435,0,383,99,366
image_10436,127,437,55,227
image_10437,118,373,178,435
image_10438,140,370,74,226
image_10439,215,339,75,281
image_10440,13,434,22,372
image_10441,68,288,51,377
image_10442,65,370,161,492
image_10443,32,455,96,323
image_10444,59,197,198,322
image_10445,77,499,152,348
image_10446,73,290,95,386
image_10447,125,393,86,332
image_10448,34,261,225,368
image_10449,183,231,189,257
image_10450,26,215,163,462
image_10451,132,401,10,314
image_10452,1,416,24,264
image_10453,130,499,41,357
image_10454,11,248,112,374
image_10455,1,324,97,408
image_10456,157,283,111,291
image_10457,127,499,57,374
image_10458,132,415,73,333
image_10459,177,225,349,490
image_10460,168,396,90,374
image_10461,100,246,93,376
image_10462,71,394,100,244
image_10463,36,366,22,374
image_10464,88,499,100,374
image_10465,218,448,103,267
image_10466,18,188,39,299
image_10467,64,499,68,374
image_10468,33,332,96,498
image_10469,51,249,178,335
image_10470,126,275,70,268
image_10471,104,414,30,359
image_10472,88,429,32,374
image_10473,192,332,180,361
image_10474,0,273,36,246
image_10475,95,392,17,374
image_10476,46,496,47,374
image_10477,146,418,114,295
image_10478,14,344,76,348
image_10479,10,236,13,194
image_10480,112,373,193,498
image_10481,29,240,0,332
image_10482,125,405,22,340
image_10483,183,348,118,368
image_10484,81,499,37,374
image_10485,264,497,73,350
image_10486,0,427,83,374
image_10487,0,305,1,332
image_10488,226,343,80,204
image_10489,169,272,145,319
image_10490,21,208,160,374
image_10491,228,320,160,279
image_10492,136,370,99,207
image_10493,0,276,145,498
image_10494,183,389,1,374
image_10495,48,179,36,226
image_10496,211,352,95,250
image_10497,1,429,17,374
image_10498,151,360,111,356
image_10499,0,498,145,470
image_10500,106,356,30,374
image_10501,57,455,75,374
image_10502,182,499,66,374
image_10503,44,148,15,179
image_10504,22,445,58,374
image_10505,80,429,85,286
image_10506,65,365,21,374
image_10507,97,240,102,396
image_10508,49,309,134,374
image_10509,0,305,74,478
image_10510,0,160,55,249
image_10511,123,330,172,400
image_10512,166,375,54,373
image_10513,157,334,30,368
image_10514,12,172,118,317
image_10515,197,369,26,374
image_10516,135,247,127,428
image_10517,78,200,48,228
image_10518,50,443,86,374
image_10519,0,371,12,374
image_10520,7,150,41,243
image_10521,271,441,81,271
image_10522,20,464,54,340
image_10523,127,499,0,246
image_10524,153,311,55,260
image_10525,26,254,13,262
image_10526,77,258,59,399
image_10527,41,380,92,399
image_10528,178,298,11,298
image_10529,458,874,74,957
image_10530,12,159,9,169
image_10531,7,199,25,199
image_10532,1,499,63,332
image_10533,195,343,79,367
image_10534,16,260,12,238
image_10535,93,226,81,346
image_10536,102,480,0,373
image_10537,0,367,21,498
image_10538,66,144,58,218
image_10539,41,365,15,498
image_10540,216,403,153,374
image_10541,2,489,7,263
image_10542,88,379,23,333
image_10543,138,373,52,253
image_10544,0,373,212,498
image_10545,52,339,39,255
image_10546,90,366,67,376
image_10547,125,364,70,332
image_10548,34,207,13,224
image_10549,79,413,88,410
image_10550,87,462,65,332
image_10551,110,405,13,374
image_10552,0,487,47,332
image_10553,13,184,6,163
image_10554,153,367,68,539
image_10555,346,570,139,433
image_10556,154,409,34,296
image_10557,91,342,98,374
image_10558,119,173,173,315
image_10559,0,429,30,332
image_10560,64,319,81,239
image_10561,98,338,17,357
image_10562,29,281,28,379
image_10563,146,360,8,374
image_10564,0,499,49,376
image_10565,275,385,97,308
image_10566,160,434,140,262
image_10567,1,199,18,125
image_10568,0,179,2,197
image_10569,75,385,60,332
image_10570,109,383,27,313
image_10571,16,245,204,498
image_10572,0,373,63,497
image_10573,28,170,10,204
image_10574,21,373,117,498
image_10575,0,438,82,325
image_10576,0,373,76,264
image_10577,213,322,286,448
image_10578,189,341,105,269
image_10579,21,345,10,301
image_10580,148,372,64,185
image_10581,40,291,41,246
image_10582,217,302,32,246
image_10583,0,483,60,324
image_10584,129,438,48,332
image_10585,219,342,141,358
image_10586,542,821,365,945
image_10587,127,328,104,363
image_10588,41,284,51,423
image_10589,4,489,79,620
image_10590,15,331,33,374
image_10591,49,361,88,316
image_10592,304,688,204,598
image_10593,0,168,13,219
image_10594,156,385,43,212
image_10595,0,432,64,302
image_10596,0,658,100,519
image_10597,0,332,67,498
image_10598,0,635,11,640
image_10599,1,282,59,279
image_10600,0,193,20,169
image_10601,83,322,117,317
image_10602,198,310,119,372
image_10603,34,470,133,281
image_10604,244,499,164,374
image_10605,89,394,42,333
image_10606,21,202,86,232
image_10607,6,300,5,328
image_10608,13,432,18,298
image_10609,222,341,72,236
image_10610,67,421,87,370
image_10611,146,450,32,374
image_10612,231,499,11,273
image_10613,97,421,13,374
image_10614,65,385,61,372
image_10615,2,323,20,376
image_10616,128,360,15,374
image_10617,129,427,43,332
image_10618,0,362,55,374
image_10619,195,348,39,361
image_10620,16,179,23,158
image_10621,62,360,63,498
image_10622,75,484,144,385
image_10623,152,330,91,374
image_10624,110,372,7,348
image_10625,51,255,14,262
image_10626,86,302,143,447
image_10627,75,424,10,374
image_10628,76,498,178,406
image_10629,0,426,28,348
image_10630,5,276,7,276
image_10631,118,273,35,487
image_10632,94,322,59,292
image_10633,2,486,45,372
image_10634,71,499,57,374
image_10635,126,345,33,352
image_10636,22,279,20,241
image_10637,171,329,73,374
image_10638,138,259,47,239
image_10639,32,334,36,478
image_10640,184,311,66,207
image_10641,2,423,26,300
image_10642,2,499,91,345
image_10643,140,441,13,373
image_10644,591,1909,244,1542
image_10645,95,373,100,498
image_10646,78,319,4,212
image_10647,180,499,78,374
image_10648,28,330,102,498
image_10649,232,499,60,374
image_10650,180,328,41,374
image_10651,1,499,43,315
image_10652,204,388,94,331
image_10653,188,328,76,333
image_10654,0,316,2,343
image_10655,165,499,67,374
image_10656,110,444,6,331
image_10657,120,300,73,406
image_10658,141,499,26,332
image_10659,2,478,0,333
image_10660,218,321,75,294
image_10661,220,426,102,265
image_10662,86,345,91,242
image_10663,35,360,30,334
image_10664,0,498,17,498
image_10665,122,330,55,471
image_10666,54,366,97,263
image_10667,103,326,27,442
image_10668,146,488,74,331
image_10669,77,499,105,374
image_10670,176,262,54,223
image_10671,0,331,2,497
image_10672,41,433,95,364
image_10673,143,256,45,313
image_10674,236,302,120,201
image_10675,45,258,93,472
image_10676,0,291,99,330
image_10677,124,219,179,330
image_10678,42,499,1,332
image_10679,15,177,25,345
image_10680,294,458,122,327
image_10681,180,499,0,328
image_10682,269,381,189,333
image_10683,134,373,73,332
image_10684,211,326,57,263
image_10685,28,245,126,488
image_10686,50,303,203,498
image_10687,58,316,195,498
image_10688,172,361,49,327
image_10689,141,335,211,498
image_10690,210,403,165,332
image_10691,96,300,68,443
image_10692,0,312,142,354
image_10693,48,294,96,420
image_10694,201,353,0,373
image_10695,204,306,77,289
image_10696,26,357,35,374
image_10697,122,366,31,305
image_10698,59,470,26,294
image_10699,0,451,59,374
image_10700,102,282,255,411
image_10701,87,404,93,298
image_10702,86,232,63,478
image_10703,197,310,65,346
image_10704,179,259,99,228
image_10705,130,499,1,374
image_10706,61,296,2,291
image_10707,31,264,41,239
image_10708,124,238,13,221
image_10709,190,393,121,374
image_10710,120,481,3,269
image_10711,45,267,116,485
image_10712,17,129,40,239
image_10713,1,301,0,498
image_10714,119,294,108,332
image_10715,0,497,0,323
image_10716,187,317,19,315
image_10717,103,328,68,471
image_10718,192,496,88,333
image_10719,0,499,2,332
image_10720,127,277,270,412
image_10721,31,371,52,498
image_10722,76,323,41,333
image_10723,0,285,75,498
image_10724,140,324,59,249
image_10725,208,308,104,259
image_10726,210,411,101,332
image_10727,162,267,106,332
image_10728,98,276,21,276
image_10729,67,399,51,299
image_10730,2,408,19,316
image_10731,90,344,81,332
image_10732,185,305,47,301
image_10733,156,377,57,332
image_10734,45,297,35,498
image_10735,0,433,43,297
image_10736,35,456,21,330
image_10737,149,308,62,245
image_10738,62,320,15,495
image_10739,74,197,19,259
image_10740,7,499,3,389
image_10741,123,374,62,310
image_10742,37,440,58,292
image_10743,123,261,83,400
image_10744,54,309,107,324
image_10745,35,219,287,497
image_10746,151,307,93,374
image_10747,242,319,111,320
image_10748,104,297,53,297
image_10749,2,498,1,374
image_10750,85,315,106,396
image_10751,29,461,41,464
image_10752,183,305,126,367
image_10753,112,402,55,300
image_10754,53,130,212,383
image_10755,0,354,0,331
image_10756,16,251,157,321
image_10757,70,349,2,274
image_10758,138,408,6,300
image_10759,7,637,38,404
image_10760,108,331,113,450
image_10761,288,383,104,287
image_10762,173,492,66,333
image_10763,47,461,84,337
image_10764,0,411,0,331
image_10765,124,385,48,294
image_10766,117,299,51,282
image_10767,22,421,23,492
image_10768,61,152,38,196
image_10769,12,183,83,490
image_10770,33,255,78,498
image_10771,16,282,7,279
image_10772,137,469,0,374
image_10773,61,426,0,453
image_10774,19,491,27,393
image_10775,1,148,120,275
image_10776,181,337,178,458
image_10777,80,256,28,401
image_10778,93,499,13,331
image_10779,41,369,9,372
image_10780,164,337,32,296
image_10781,0,432,21,332
image_10782,112,276,93,236
image_10783,121,454,53,372
image_10784,97,219,96,268
image_10785,74,415,28,332
image_10786,23,431,0,332
image_10787,172,486,156,495
image_10788,3,452,56,374
image_10789,41,334,4,446
image_10790,50,332,62,498
image_10791,20,307,56,498
image_10792,0,435,11,578
image_10793,160,404,71,278
image_10794,181,499,12,247
image_10795,30,432,38,498
image_10796,267,429,136,252
image_10797,187,384,60,289
image_10798,128,373,59,332
image_10799,91,365,96,325
image_10800,136,348,0,374
image_10801,182,340,16,303
image_10802,252,427,130,332
image_10803,112,262,47,352
image_10804,110,270,231,498
image_10805,134,469,8,380
image_10806,69,377,58,317
image_10807,1,373,102,498
image_10808,247,499,127,374
image_10809,26,419,36,374
image_10810,0,291,6,466
image_10811,244,424,47,302
image_10812,34,415,15,374
image_10813,0,499,0,318
image_10814,12,273,272,496
image_10815,0,337,160,432
image_10816,43,307,30,456
image_10817,35,415,60,318
image_10818,6,390,1,374
image_10819,0,484,1,498
image_10820,21,217,40,193
image_10821,179,360,84,374
image_10822,182,441,95,374
image_10823,183,373,262,498
image_10824,0,465,34,356
image_10825,52,303,36,455
image_10826,0,298,4,375
image_10827,87,278,132,445
image_10828,28,258,3,190
image_10829,134,263,74,199
image_10830,28,363,35,488
image_10831,69,364,100,374
image_10832,67,226,146,470
image_10833,107,499,35,330
image_10834,80,290,13,232
image_10835,160,363,15,281
image_10836,0,322,7,353
